Schools Names, Schools Address,websites
Podar International School (Kalyan),"H/N 9, Next to Union Cricket Ground, 
Gandhari Viilage, Khadakpada, 
Kalyan, Maharashtra, 
421301, 
India
",https://entranceindia.com/city-institution-dombivli/podar-international-school-in-khadakpada-dombivli/
"Podar O.R.T International School, Worli","PODAR-ORT School Building, 
68, Worli Hill Estate, Worli, 
Mumbai, Maharashtra, 
400018, 
India
",https://podarworli.org/
Primus Public School,"Post Box 21, 
Chikanayakanahalli Village, Off. Sarjapur Road, 
Bengaluru, Karnataka, 
560035, 
India
",https://primusschool.edu.in/
Prometheus School," I-7, Jaypee Wishtown, Sector 131, 
Noida, Uttar Pradesh, 
201304, 
India
",https://prometheusschool.com/
Punjab Public School,"Nabha, 
Punjab, 
147201, 
India
",https://www.ppsnabha.in/
Queen Mira International School,"Melakkal Road, 
Kochadai, 
Madurai, Tamil Nadu, 
625016, 
India
",https://www.queenmira.com/
Rasbihari International School,"Vrindavan, 
Nashik-Ozar Road, 
Nashik, Maharashtra, 
422003, 
India
",https://rasbihari.org/
RBK International Academy,"Opp. Indian Oil Nagar, 
Near Shankara Colony, Ghatkopar-Mankhurd Link Road, 
Mumbai, Maharashtra, 
400088, 
India
",http://www.kulguru.com/school/rbk-international-academy-v2j5ok6i
Redbridge International Academy,"#114, S Bingipura Village, Hulimangala Post, 
Begur-Koppa Road, 
Bangalore, Karnataka, 
560105, 
India
",https://www.rbia.in/
RIMS International School and Junior College,"New Link Road, 
Near Fun Republic, Andheri West, 
Mumbai, Maharashtra, 
400049, 
India
",https://www.rims.ac.in/
Riverside International School,"c/o Project India, 
Project India Educational Center, Mori, 
Godavari, 
533250, 
India
",https://www.internationalschoolsearch.com/listing/riverside-international-school-india
Rockwell International School,"Sy No.160(p), 
Gandipet Main Rd, 
Kokapet, Hyderabad, Telangana, 
500075, 
India
",http://rockwellinternationalschool.com/
Rungta International School,"Near Nandan Van, 
Veer Savarkar Nagar, 
Raipur, Chhattisgarh, 
492099, 
India
",https://www.rungtainternational.org/
Ryan Global School,"Yamuna Nagar, 
Lokhandwala, Andheri (west), 
Mumbai, Maharashtra, 
400058, 
India
",https://www.ryanglobalschools.com/
Sancta Maria International School,"Survey No 106/107, 
Serilingampally, 
Hyderbad, Telangana, 
500019, 
India
",https://www.sanctamaria.in/
Sangam School of Excellence,"N.H. 79, Atun, Bhilwara By Pass, 
Chittorgarh Highway, 
Bhilwara, Rajasthan, 
311001, 
India
",https://www.sangamschoolbhilwara.com/
Sanjay Ghodawat International School,"Gat No. 555, 
Kolhapur - Sangli Highway, 
Atigre, Maharashtra, 
India
",http://www.sgischool.in/
Sanskar School,"117-121, Vishwamitra Marg, 
Hanuman Nagar Ext., Sirsi Road, 
Jaipur, Rajasthan, 
302012, 
India
",https://www.sanskarjaipur.com/
Sarala Birla Academy,"Bannerghatta PO, 
Jigni Road, 
Bengaluru, Karnataka, 
560083, 
India
",http://www.saralabirlaacademy.org/
SCAD World School,"SCAD Knowledge City, 
Palladam - Pollachi Highway, 
Palladam, Tamil Nadu, 
641664, 
India
",http://www.scadworldschool.com/
Scindia Kanya Vidyalya,"Moti Mahal Road, 
Gwalior, Madhya Pradesh, 
474009, 
India
",http://www.skvgwalior.org/contact.php
Scottish High International School,"G-Block, Sector 57, 
Sushant Lok-II, 
Gurugram, Haryana, 
122011, 
India
",https://www.scottishigh.com/
Seedling International Academy,"Sector-4, Park Lane, 
Jawahar Nagar, 
Jaipur, Rajasthan, 
302004, 
India
",https://seedlingschools.com/
SelaQui International School,"PO Sela Kui, Chakrata Road, 
Dehradun, Uttarakhand, 
248197, 
India
",https://www.indiastudychannel.com/schools/20422-selaqui-world-school-dehradun
Shantiniketan International School,"35-25, GKColony, 
Ramakrishnapuram, 
Secunderabad, Telangana, 
500056, 
India
",http://www.snis.org.in/
Sharanya Narayani International School,"#232/1, Thoranahalli, 
Byranahalli post, Near Hoskote, 
Bengaluru, Karnataka, 
563130, 
India
",https://snis.edu.in/
Shigally Hill International Academy,"P.O.Box No. 239, Doon Valley,  Shigally Estate, 
Mussoorie Road,  Via Malsi Deer Park, Guniyal Gaon, 
Dehradun, Uttarakhand, 
248001, 
India
",https://shigallyhill.com/
Shiv Nadar School Gurugram,"DLF City, Phase -1 Block -E, 
Pahari Road, 
Gurugram, Haryana, 
India
",https://xn--11bunzmsdr5h2fbz.com/%E0%A4%B8%E0%A5%81%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A4%B0%E0%A4%A4%E0%A4%BE/Gurgaon_Sector_45/8.18.17/Keraleeya_Panchakarma_Vaidyasala/1210491322304154/
Shiv Nadar School Noida,"Plot No -SS -1, 
Expressway Sector 168, 
Noida, Uttar Pradesh, 
201305, 
India
",https://www.shivnadarfoundation.org/what-we-do/institutions-and-initiatives/shiv-nadar-university
Shree Swaminarayan Gurukul Vishwavidya Pratishthanam SGVP,"Nr. SGVP Circle, SG Highway, 
Chharodi, 
Ahmedabad, Gujarat, 
382481, 
India
",http://www.swaminarayangurukul.org/locate-us
"Silver Oaks International School, Bangalore","Sy No:188/3 & 188/4, Sarjapur Road, 
Dommasandra village, 
Bengaluru, Karnataka, 
562125, 
India
",https://www.silveroaks.co.in/home/sarjapur-bangalore/
"Silver Oaks International School, Hyderabad","Miyapur-Dindigal Road, 
Bachupally, 
Hyderabad, Telangana, 
500090, 
India
",https://www.silveroaks.co.in/
"Silver Oaks International School, Visakhapatnam","Adj Gitam Medical College, 
Yendada Road, Rushikonda, 
Visakhapatnam, Andhra Pradesh, 
530045, 
India
",https://www.silveroaks.co.in/home/visakhapatnam/
"Singapore International School, Mumbai","On National Highway No. 8, Post Mira Road, 
Dahisar, 
Mumbai, Maharashtra, 
401104, 
India
",http://www.sisindia.net/contact/contact-us.aspx
Smt. Sulochanadevi Singhania School,"Pokharan Road No.1, 
J K Gram, 
Thane (West), Maharashtra, 
400606, 
India
",https://singhaniaschool.org/
South City International School,"375 Prince Anwar Shah Road, 
Kolkata, West Bengal, 
700068, 
India
",https://scis.co.in/
Sreenidhi International School,"Near Appa Junction, 
Moinabad, 
Hyderabad, Telangana, 
500075, 
India
",http://www.sis.edu.in/
SRV International School,"Marappan Thottam, 4/3 Gandhi Salai, 
Pattanam Road, Rasipuram, 
Namakkal, Tamil Nadu, 
637408, 
India
",http://www.srvisglobal.org/
Step by Step School,"Plot A 10, 
Sector 132 Taj Expressway, 
Noida, Uttar Pradesh, 
 201303, 
India
",https://stepbystep.school/
Strawberry Fields High School,"Sector 26, 
Chandigarh, Punjab, 
160019, 
India
",https://strawberryfieldshighschool.com/
Suncity School,"Suncity Township, Sector 54, 
Gurgaon, Haryana, 
122002, 
India
",https://www.suncityschool.in/
Sunflower English School,"Sunflower House, 80 Feet Road, 
Near Bhaktinagar Circle, 
Rajkot, Gujarat, 
360002, 
India
",https://www.justdial.com/Rajkot/Sunflower-English-School-Near-Bhaktinagar-Circle-80-Feet-Road/0281P281STD8824_BZDET
Sunshine Worldwide Secondary School,"20/1-B, Bainguinim, 
Off NH-748 By-pass Kadamba Road, 
Old Goa. Goa, 
403402, 
India
",https://www.sunshineworldwideschool.com/
SVKM JV Parekh International School,"CNM School Campus, 
Dadabhai Road, Off. S.V. Road, Vile Parle (West), 
Mumbai, Maharashtra, 
400056, 
India
",https://jvparekhintnl.ac.in/
Symbiosis International School,"Symbiosis Viman nagar Campus, 
Off. New AirPort road, Viman Nagar, 
Pune, Maharashtra, 
 411014, 
India
",https://symbiosisinternationalschool.net/
Taktse International School,"PO Box 90, 
Gangtok, Sikkim, 
737101, 
India
",https://www.taktseschool.org/
TCIS,"Survey no. 215/3, 
Varthur Sharjapur, Whitefield Main Road, 
Bangalore, Karnataka, 
India
",https://tciswhitefield.in/
Thakur International School,"C.T.S. No. 1299 Shivaji Road, 
Off M.G. Road, Kandivali (W), 
Mumbai, Maharashtra, 
400067, 
India
",https://tismumbai.in/icse/contactus.aspx
The Assam Valley School,"P.O. Balipara, 
Dist. Sonitpur, 
Balipara, Assam, 
784101, 
India
",https://www.assamvalleyschool.com/
The British School,"Dr Jose P Rizal Marg, 
Chanakyapuri, 
New Delhi, Delhi, 
110021, 
India
",https://www.british-school.org/
"The British School, Chandigarh","Sector 44 B, 
Chandigarh, Punjab, 
160044, 
India
",https://www.thebritishschool.org/
"The British School, Sector 8, Panchkula","Panchkula, Haryana, 
134109, 
India
",http://thebritishschool.org/tbs8/contactus/
The Cambridge School,"7& 7/1 Satyendra Nath, 
Majumder Sarani, 
Kolkata, West Bengal, 
700026, 
India
",https://thecambridgeschool.ac.in/
The Cathedral & John Connon School,"6 Purshottamdas Thakurdas Marg, 
Mumbai, Maharashtra, 
400001, 
India
",https://en.wikipedia.org/wiki/Cathedral
"The Cathedral Vidya School, Lonavala","Village Shilatne, Taluk Maval, 
Post Office Karla, 
Pune, Lonavala, Maharashtra, 
410405, 
India
",https://www.cathedral-lonavala.org/
The Doon School,"Mall Road, 
Dehradun, Uttarakhand, 
248001, 
India
",https://www.doonschool.com/
The DPSG International (Delhi Public School Ghaziabad International),"P.O. Dasna, Hindon Nagar, 
Dasna, Kallu Garhi, 
Ghaziabad, Uttar Pradesh, 
201303, 
India
",https://www.dpsgs.org/international/
The Emerald Heights International School,"Opposite Akashwani, 
A. B. Road, Rau, 
Indore, Madhya Pradesh, 
453331, 
India
",https://emeraldheights.edu.in/
The Galaxy School,"SNK Main Building, 
University Road, 
Rajkot, Gujarat, 
360005, 
India
",https://www.schoolmykids.com/school/the-galaxy-school-university-road-rajkot-rajkot-gujarat-india-s10015373
The Gaudium School,"Survey No. 148, Nanakramguda Village, 
Serilingampally, Nanakramguda, 
Hyderabad, Telangana, 
500008, 
India
",https://www.thegaudium.com/contact-us/
"The Heritage School, Kolkata","994 Maduraha, Chowbaga Road, Anandpur, 
PO East Kolkata Township, 
Kolkata, West Bengal, 
 700107, 
India
",https://theheritageschool.org/
The International School Bangalore,"Whitefield-Sarjapur Road, 
Near Dommasandra Circle, 
Bengaluru, Karnataka, 
562125, 
India
",https://www.tisb.org/
The Lawrence School,"Sanawar, MDR 10, 
Solan, Himachal Pradesh, 
173202, 
India
",http://www.sanawar.edu.in/
The New Tulip International School,"Sterling City, 
Bopal, 
Ahmedabad, Gujarat, 
380058, 
India
",http://www.thelearningpoint.net/home/school-listings/cbse-31/The-New-Tulip-International-School-Sterling-City--Bopal--Ahmedabad--Gujarat--430108
The Rajkumar College,"Dr Radha Krishnan Road, 
Gavliwad, 
Rajkot, Gujarat, 
360001, 
India
",https://rkcrajkot.com/
The Riverside School,"307 Behind C.S.D Depot, Off Airport Road, 
Cantonment, 
Ahmedabad, Gujarat, 
380004, 
India
",https://schoolriverside.com/Home/Contact
The Sanskaar Valley School,"Chandanpura, 
Bhopal, Madhya Pradesh, 
462016, 
India
",https://www.sanskaarvalley.org/
The Scindia School,"The Fort, 
Gwalior, Madhya Pradesh, 
474008, 
India
",https://www.scindia.edu/
The Shri Ram School,"Moulsari Avenue DLF Phase-3, 
Gurgaon, Haryana, 
122002, 
India
",http://www.tsrs.org/reach-us/contact-us/
The Universal School,"Plot No. 17, Near Lion's Garden, 
Tilak Road, Ghatkopar (E), 
Mumbai, Maharashtra, 
400077, 
India
",https://ghatkopar.universalschool.edu.in/
The White School International,"HiLITE Knowledge Village, 
Parammal, Perumanna, 
Kozhikode, Kerala, 
673019, 
India
",https://www.thewhiteschool.in/
TIPS Bengaluru,"HBR Layout, 
Nagawara, 
Bangalore, Karnataka, 
560045, 
India
",http://www.tipsbangalore.com/contact/
TIPS Chennai,"No. 50/51, First Main Road, 
Perungudi Industrial Estate, Perungudi, 
Chennai, Tamil Nadu, 
600069, 
India
",http://tipschennai.com/contact-us/
TIPS Erode,"Chennimalai Road, Senapathipalayam, 
Goundachi palayam post, 
Erode, Tamil Nadu, 
638112, 
India
",https://www.internationalschoolsearch.com/listing/tips-erode-india
TIPS Karur,"S.F.No. 371 & 379/1, Pazhamapuram, 
Poolampalayam (Post), Punnam Village, 
Karur, Tamil Nadu, 
639163, 
India
",https://indiankanoon.org/search/?formInput=aRTICLE%20371%28F%29
TIPS Kochi,"Edachira, Thengode(Post), 
Kakkanad, 
Kochi, Kerala, 
682030, 
India
",https://www.indiatvnews.com/pincode/kerala/ernakulam/thengod
TIPS Madurai,"No.3, VP Rathnasamy Nadar Street, 
BB Kulam, 
Madurai, Tamil Nadu, 
625002, 
India
",https://maps.mapmyindia.com/place-the+indian+public+school-madurai-no+3+vp-rathnasamy+nadar+street-bb+kulam-madurai-tamil+nadu-625002-XLR5TK@zdata=OS45NDUxKzc4LjEyODc5NCsxNytYTFI1VEsrKw==ed
TIPS Salem,"No 2, Mangayarkarasi Street, 
Off Advitha Ashram Road, Fairlands, 
Salem, Tamil Nadu, 
636016, 
India
",https://www.internationalschoolsearch.com/listing/tips-salem-india
TIPS Tirupur,"No.10/720, Arulpuram, 
Arulpuram (P.O.), Palladam Road, 
Tirupur, Tamil Nadu, 
641605, 
India
",http://www.tipstirupur.com/contact/
TIPS Trichy,"49/3, K.Kallikudi (North), Dindigul Main Road, 
Ramji Nagar, Srirangam Tk, 
Trichy, Tamil Nadu, 
620009, 
India
",https://www.internationalschoolsearch.com/listing/tips-trichy-india
Treamis,"Hulimangala Post, 
near Electronics City, 
Bengaluru, Karnataka, 
560105, 
India
",https://www.treamis.org/
Trinity International School,"Plot No 247-248, 
Near Gokul Hall, Sion (E), 
Mumbai, Maharashtra, 
400022, 
India
",https://www.pes-trinity.in/
Trio World Academy,"3/5 Kodigehalli Main Road, 
Sahakar Nagar, 
Bengaluru, Karnataka, 
560092, 
India
",https://www.trioworldacademy.com/
Trivandrum International School,"Edackcode, 
PO Korani, 
Trivandrum, Kerala, 
695104, 
India
",https://trins.org/contact-us/
Unison World School,"Mussoorie Diversion Road, 
Dehradun, Uttarakhand, 
248009, 
India
",https://www.uws.edu.in/
United World Academy (UWA),"Sy No. 1/1 and 62, Chikkawadayerapura, 
Sarjapur Hobali, Anekal Taluk, 
Bengaluru, Karnataka, 
560087, 
India
",https://uwa.org.in/contact-us/
Uttpal Shanghvi School,"East West Road No.3, 
J.V.P.D. Scheme, Juhu, 
Mumbai, Maharashtra, 
400049, 
India
",https://ppsijc.org/
UWC Mahindra College,"Village Khubavali, PO Paud, 
Taluka Mulshi, 
Pune, Maharashtra, 
412108, 
India
",https://uwcmahindracollege.org/
Vaels International School,"Pon Vidhyashram Gardens, Off East Coast Road, 
Injambakkam, 
Chennai, Tamil Nadu, 
600115, 
India
",https://in.infoaboutcompanies.com/Catalog/TN/Chennai/International-School/Vaels-International-School
"Vibgyor High School, Pune (NIBM Road)","Dorabjee Paradise, Near Palace Orchard, Off. Corinthian Club Road, 
Extn NIBM Road, Mohammedwadi,  Hadapsar, 
Pune, Maharashtra, 
411060, 
India
",https://www.vibgyorhigh.com/pune-nibmroad.php
"Vibgyor High, Mumbai (Goregagon)","Motilal Nagar - 1, Srirang Sabde Marg, 
Off. Link Road, Goregaon, 
Mumbai, Maharashtra, 
400104, 
India
",https://www.vibgyorhigh.com/mumbai-goregaon-cisce.php
"Vibgyor High, Vadodara","Opp Banco Product, Padra Road, 
B/H Bhayali Railway Station, 
Vadodara, Gujurat, 
391410, 
India
",https://www.vibgyorhigh.com/vadodara-padraroad.php
Victorious Kidss Educares,"Survey No. 53, 54 & 58, Hissa No. 2/1A, 
Off. Shreeram Society, Nagar Road, Kharadi, 
Pune, Maharashtra, 
411014, 
India
",https://www.victoriouskidsseducares.org/
Vidhyashram International School,"Ahead of Shikargarh Mini Market, 
Defence Lab Road, 
Jodhpur, Rajasthan, 
342015, 
India
",https://vidhyashram.edu.in/
Vidsan Charterhouse,"Delhi NCR, Sector 93, 
Faridabad, Haryana, 
121002, 
India
",https://vidsancharterhouse.com/
Vidya Global School,"Vidya Knowledge Park, 
Baghpat Road, 
Meerut, Uttar Pradesh, 
250002, 
India
",https://vidyaglobalschool.com/
Vidyanjali International School,"20/1, Ram Mohon Dutta Road, 
Kolkata, West Bengal, 
700020, 
India
",https://www.eduvidya.com/Schools/Vidyanjali-International-School
Vikaasa World School,"Ponnagaram Compound, 
New Jail Road, 
Madurai, Tamil Nadu, 
625014, 
India
",https://www.internationalschoolsearch.com/listing/vikaasa-world-school-india
Vishwashanti Gurukul,"Rajbaug, 
off Pune-Solapur Highway, Loni, 
Pune, Maharashtra, 
412201, 
India
",https://www.mitgurukul.com/
VIVA The School,"Beside VVIT college campus, NAMBUR village, 
Pedakakani Mandal, 
Nambur, Guntur, Andhra Pradesh, 
522508, 
India
",https://www.vvitguntur.com/
Vivek High School,"Vidya Path, Sector 38-B, 
Chandigarh, Punjab, 
160036, 
India
",http://vivekhigh.in/
Welham Boys' School,"5 Circular Rd, 
Dalanwala, 
Dehradun, Uttarakhand, 
248001, 
India
",https://www.welhamboys.org/
Wisdom High International School,"Rameshwar Nagar, 
Anandwali, Gangapur Road, 
Nashik, Maharashtra, 
422007, 
India
",https://www.yayskool.com/school/wisdom-high-international-school-nashik-938814359
Witty International School Bhilwara,"7 D 8, Ahead Shreenath Circle, 
RC Vyas Colony, 
Bhilwara, Rajasthan, 
311001, 
India
",https://www.wittykidsindia.com/admissions/36-our-schools/bhilwara/239-contact-us46
Witty International School Malad,"Ramchandra Lane, 
Malad (W), 
Mumbai, Maharashtra, 
400064, 
India
",http://wittykidsindia.com/
Witty International School Udaipur,"1 Witty Lane, Gaurav Path, 
Nathdwara Road, Opp Sukher Thana, 
Udaipur, Rajasthan, 
313004, 
India
",https://www.wittykidsindia.com/schools/udaipur-rajasthan/news-and-announcements-udaipur/6-our-schools/udaipur?start=15
Witty World Goregaon,"Plot No 165, Near Ayappa Temple, 
Bangur Nagar, Goregaon, 
Mumbai, Maharashtra, 
400062, 
India
",https://www.educationworld.in/witty-world-goregaon-w-mumbai/
Wockhardt Global School,"Dr Habil Khorakiwala Education and Health Foundation, 
E-1/NP-1, SEZ, Five Star Industrial Estate, MIDC, Shen+, 
Aurangabad, Maharashtra, 
431154, 
India
",https://wockhardtschools.com/
Woodstock School,"Mussoorie, Uttarakhand, 
248179, 
India
",https://www.woodstockschool.in/
Yadavindra Public School,"New Lal Bagh, 
Patiala, Punjab, 
India
",https://www.ypspatiala.in/
